Epoch,Error mean,Error std
1,0.000461,0.000015
2,0.000325,0.000012
3,0.000261,0.000009
4,0.000231,0.000009
5,0.000218,0.000009
6,0.000212,0.000009
7,0.000209,0.000009
8,0.000208,0.000010
9,0.000207,0.000010
10,0.000207,0.000010
11,0.000208,0.000010
12,0.000208,0.000010
13,0.000208,0.000010
14,0.000209,0.000010
15,0.000209,0.000010
16,0.000209,0.000010
17,0.000209,0.000010
18,0.000210,0.000010
19,0.000210,0.000010
20,0.000210,0.000010
21,0.000210,0.000010
22,0.000211,0.000010
23,0.000211,0.000010
24,0.000211,0.000010
25,0.000211,0.000010
26,0.000211,0.000010
27,0.000211,0.000010
28,0.000212,0.000010
29,0.000212,0.000010
30,0.000212,0.000010
31,0.000212,0.000010
32,0.000212,0.000010
33,0.000212,0.000010
34,0.000213,0.000010
35,0.000213,0.000011
36,0.000213,0.000011
37,0.000213,0.000011
38,0.000213,0.000011
39,0.000213,0.000011
40,0.000213,0.000011
41,0.000214,0.000011
42,0.000214,0.000011
43,0.000214,0.000011
44,0.000214,0.000011
45,0.000214,0.000011
46,0.000214,0.000011
47,0.000214,0.000011
48,0.000215,0.000011
49,0.000215,0.000011
50,0.000215,0.000011
51,0.000215,0.000011
52,0.000215,0.000012
53,0.000215,0.000012
54,0.000215,0.000012
55,0.000216,0.000012
56,0.000216,0.000012
57,0.000216,0.000012
58,0.000216,0.000012
59,0.000216,0.000012
60,0.000216,0.000012
