Epoch,Error mean,Error std
1,0.003885,0.000145
2,0.003155,0.000148
3,0.002593,0.000158
4,0.002163,0.000159
5,0.001834,0.000160
6,0.001587,0.000161
7,0.001399,0.000162
8,0.001258,0.000167
9,0.001159,0.000168
10,0.001096,0.000163
11,0.001056,0.000158
12,0.001033,0.000152
13,0.001019,0.000148
14,0.001012,0.000145
15,0.001009,0.000142
16,0.001009,0.000139
17,0.001010,0.000137
18,0.001011,0.000134
19,0.001012,0.000133
20,0.001013,0.000131
21,0.001015,0.000130
22,0.001016,0.000130
23,0.001017,0.000129
24,0.001018,0.000129
25,0.001019,0.000129
26,0.001020,0.000130
27,0.001021,0.000130
28,0.001023,0.000130
29,0.001024,0.000130
30,0.001026,0.000130
31,0.001027,0.000129
32,0.001029,0.000129
33,0.001030,0.000129
34,0.001031,0.000128
35,0.001032,0.000128
36,0.001033,0.000128
37,0.001034,0.000127
38,0.001035,0.000127
39,0.001035,0.000127
40,0.001036,0.000126
41,0.001037,0.000126
42,0.001038,0.000126
43,0.001038,0.000125
44,0.001039,0.000125
45,0.001040,0.000124
46,0.001041,0.000124
47,0.001041,0.000123
48,0.001042,0.000123
49,0.001042,0.000122
50,0.001043,0.000122
51,0.001043,0.000122
52,0.001044,0.000122
53,0.001044,0.000122
54,0.001045,0.000121
55,0.001045,0.000121
56,0.001046,0.000121
57,0.001046,0.000121
58,0.001047,0.000120
59,0.001047,0.000120
60,0.001047,0.000120
