Epoch,Error mean,Error std
1,0.000452,0.000013
2,0.000304,0.000011
3,0.000229,0.000008
4,0.000192,0.000006
5,0.000172,0.000005
6,0.000162,0.000005
7,0.000157,0.000005
8,0.000154,0.000004
9,0.000152,0.000004
10,0.000152,0.000004
11,0.000151,0.000004
12,0.000151,0.000004
13,0.000151,0.000004
14,0.000151,0.000004
15,0.000151,0.000004
16,0.000151,0.000004
17,0.000151,0.000004
18,0.000151,0.000004
19,0.000151,0.000004
20,0.000151,0.000004
21,0.000152,0.000004
22,0.000152,0.000004
23,0.000152,0.000004
24,0.000152,0.000004
25,0.000152,0.000004
26,0.000152,0.000004
27,0.000152,0.000004
28,0.000152,0.000004
29,0.000152,0.000004
30,0.000152,0.000004
31,0.000152,0.000005
32,0.000153,0.000005
33,0.000153,0.000005
34,0.000153,0.000005
35,0.000153,0.000005
36,0.000153,0.000005
37,0.000153,0.000005
38,0.000153,0.000005
39,0.000153,0.000005
40,0.000153,0.000005
41,0.000154,0.000005
42,0.000154,0.000005
43,0.000154,0.000005
44,0.000154,0.000005
45,0.000154,0.000005
46,0.000154,0.000005
47,0.000154,0.000005
48,0.000154,0.000005
49,0.000154,0.000005
50,0.000155,0.000005
51,0.000155,0.000005
52,0.000155,0.000005
53,0.000155,0.000005
54,0.000155,0.000005
55,0.000155,0.000005
56,0.000155,0.000005
57,0.000155,0.000006
58,0.000156,0.000006
59,0.000156,0.000006
60,0.000156,0.000006
